timestamp_nano,timestamp_iso,symbol,contributors_active,contributors_created,interactions,posts_active,posts_created,sentiment,spam,alt_rank,circulating_supply,close,galaxy_score,high,low,market_cap,market_dominance,open,social_dominance,volume_24h,market_categories
1751065200000000000,2025-06-27T23:00:00.000000000Z,ETHUSDT-LINEAR,12994,341,1118436,22456,485,83,6260,264,120718041,2423.9093,56,2423.03,2417.23,292419308272,8.9133,2423.03,8.8188,15309834970,"[""layer-1""]"
1751068800000000000,2025-06-28T00:00:00.000000000Z,ETHUSDT-LINEAR,13028,227,1083273,22158,262,83,6309,260,120718041,2420.72,56,2420.72,2419.04,292242264898,8.9136,2420.72,8.7041,15109882283,"[""layer-1""]"
1751072400000000000,2025-06-28T01:00:00.000000000Z,ETHUSDT-LINEAR,12639,162,1456138,21664,329,83,6317,603,120717903,2413.34,40,2413.34,2407.76,291185414322,8.882,2413.34,8.4071,14375983808,"[""layer-1""]"
1751076000000000000,2025-06-28T02:00:00.000000000Z,ETHUSDT-LINEAR,11697,221,945081,19721,311,83,5869,516,120717903,2421.04,55,2421.04,2416.23,292350018152,8.9114,2418.98,8.7085,14230872951,"[""layer-1""]"
1751079600000000000,2025-06-28T03:00:00.000000000Z,ETHUSDT-LINEAR,11581,228,1226872,19583,431,83,5665,533,120717903,2421.6862,54,2421.73,2418.23,292307378945,8.9064,2420.06,8.7027,13801379957,"[""layer-1""]"
1751083200000000000,2025-06-28T04:00:00.000000000Z,ETHUSDT-LINEAR,11366,251,1043558,19095,421,83,5560,527,120717903,2420.89,39,2420.89,2418.96,292306116589,8.8941,2420.89,8.6754,13637560400,"[""layer-1""]"
1751086800000000000,2025-06-28T05:00:00.000000000Z,ETHUSDT-LINEAR,11519,329,1092962,19598,475,83,5886,498,120717903,2422.56,53,2422.56,2420.59,292425695115,8.9064,2421.77,8.7882,13046461616,"[""layer-1""]"
1751090400000000000,2025-06-28T06:00:00.000000000Z,ETHUSDT-LINEAR,11843,362,1196145,20292,590,83,6287,548,120717903,2426.74,53,2426.74,2422.94,292938722042,8.9123,2422.94,8.7801,13164246436,"[""layer-1""]"
1751094000000000000,2025-06-28T07:00:00.000000000Z,ETHUSDT-LINEAR,12078,384,1409382,20782,565,83,6464,581,120717903,2429.36,53,2429.36,2425.86,293228605669,8.9101,2427.5,8.8674,12744351066,"[""layer-1""]"
1751097600000000000,2025-06-28T08:00:00.000000000Z,ETHUSDT-LINEAR,11992,507,1238635,20474,855,83,6435,589,120717903,2423.49,39,2423.49,2421.52,292565735262,8.8796,2423.8094,8.8008,12543276963,"[""layer-1""]"
1751101200000000000,2025-06-28T09:00:00.000000000Z,ETHUSDT-LINEAR,12684,341,1703174,22117,483,82,7232,688,120717903,2428.2186,52,2428.8684,2421.8,293173915786,8.9098,2424.27,8.5215,12117826782,"[""layer-1""]"
1751104800000000000,2025-06-28T10:00:00.000000000Z,ETHUSDT-LINEAR,12593,506,1161513,21300,657,83,6699,634,120717903,2426.7534,37,2426.7688,2425.58,292980470792,8.9011,2426.3342,8.874,11940454785,"[""layer-1""]"
1751108400000000000,2025-06-28T11:00:00.000000000Z,ETHUSDT-LINEAR,12915,486,1242529,22037,623,84,7071,614,120717903,2427.97,51,2427.97,2426.51,293113362441,8.9094,2426.64,8.938,11805869638,"[""layer-1""]"
1751112000000000000,2025-06-28T12:00:00.000000000Z,ETHUSDT-LINEAR,12706,301,1746056,21774,537,83,7098,578,120717903,2427.1772,35,2427.5277,2424.59,293056786584,8.9025,2427.4499,8.9825,11445116162,"[""layer-1""]"
1751115600000000000,2025-06-28T13:00:00.000000000Z,ETHUSDT-LINEAR,12509,293,1731548,21358,372,84,6862,486,120717903,2422.76,36,2422.76,2421.91,292469585648,8.8886,2422.76,8.7882,10962706129,"[""layer-1""]"
1751119200000000000,2025-06-28T14:00:00.000000000Z,ETHUSDT-LINEAR,12585,351,1699824,21671,514,84,7167,315,120717903,2426.6643,56,2426.7776,2423.24,292877683416,8.9176,2423.37,8.8005,10346846512,"[""layer-1""]"
1751122800000000000,2025-06-28T15:00:00.000000000Z,ETHUSDT-LINEAR,13094,567,1795180,23072,847,84,7691,527,120717903,2428.61,52,2428.61,2425.08,293180692225,8.9154,2426.71,8.7817,9054910785,"[""layer-1""]"
1751126400000000000,2025-06-28T16:00:00.000000000Z,ETHUSDT-LINEAR,12773,443,1703168,22490,708,84,7499,476,120717903,2434.8052,54,2434.8668,2433.52,293901487898,8.9142,2434.6521,8.5035,10063767028,"[""layer-1""]"
1751130000000000000,2025-06-28T17:00:00.000000000Z,ETHUSDT-LINEAR,12470,211,1434067,21657,476,83,7046,211,120717903,2445.1127,59,2445.804,2434.63,294924899547,8.9552,2434.63,8.2747,8691819657,"[""layer-1""]"
1751133600000000000,2025-06-28T18:00:00.000000000Z,ETHUSDT-LINEAR,12758,280,1367976,22381,403,83,7407,253,120717903,2435.77,56,2435.77,2434.57,294118069458,8.9049,2435.77,8.367,9254734040,"[""layer-1""]"
1751137200000000000,2025-06-28T19:00:00.000000000Z,ETHUSDT-LINEAR,12536,457,1463376,21541,689,84,6782,329,120717903,2434.5304,58,2434.6143,2433.98,293884701298,8.9123,2434.497,8.542,8909279087,"[""layer-1""]"
1751140800000000000,2025-06-28T20:00:00.000000000Z,ETHUSDT-LINEAR,12175,363,1230924,20924,539,84,6546,390,120717903,2431.0692,58,2431.6459,2429.19,293553278877,8.9097,2431.3652,8.5706,8704685447,"[""layer-1""]"
1751144400000000000,2025-06-28T21:00:00.000000000Z,ETHUSDT-LINEAR,11942,294,1271752,20634,453,84,6663,335,120717903,2435.16,62,2435.16,2430.3,293842635303,8.9235,2431.49,8.4793,8452356452,"[""layer-1""]"
1751148000000000000,2025-06-28T22:00:00.000000000Z,ETHUSDT-LINEAR,11934,179,1173831,20634,305,83,6673,327,120717903,2441.36,60,2441.712,2435.89,294664664727,8.936,2436.28,8.2779,8435334388,"[""layer-1""]"
