timestamp_nano,timestamp_iso,symbol,open,high,low,close,volume
1738741500000000000,2025-02-05T07:45:00+00:00,ETHUSDT-LINEAR,2758.58,2773.85,2755.12,2758.17,45634.66
1738742400000000000,2025-02-05T08:00:00+00:00,ETHUSDT-LINEAR,2758.17,2774.52,2755.87,2763.97,22509.28
1738743300000000000,2025-02-05T08:15:00+00:00,ETHUSDT-LINEAR,2763.97,2768.53,2756.92,2762.88,10058.65
1738744200000000000,2025-02-05T08:30:00+00:00,ETHUSDT-LINEAR,2762.88,2764.84,2752.28,2762.62,9931.19
1738745100000000000,2025-02-05T08:45:00+00:00,ETHUSDT-LINEAR,2762.62,2780.27,2761.59,2772.38,13899.54
1738746000000000000,2025-02-05T09:00:00+00:00,ETHUSDT-LINEAR,2772.38,2792.0,2767.6,2780.39,28365.07
1738746900000000000,2025-02-05T09:15:00+00:00,ETHUSDT-LINEAR,2780.39,2788.48,2770.27,2771.75,19096.52
1738747800000000000,2025-02-05T09:30:00+00:00,ETHUSDT-LINEAR,2771.75,2771.75,2746.55,2751.44,30667.69
1738748700000000000,2025-02-05T09:45:00+00:00,ETHUSDT-LINEAR,2751.44,2763.88,2745.31,2757.21,10034.38
1738749600000000000,2025-02-05T10:00:00+00:00,ETHUSDT-LINEAR,2757.21,2765.84,2754.33,2756.99,5541.3
1738750500000000000,2025-02-05T10:15:00+00:00,ETHUSDT-LINEAR,2756.99,2775.78,2756.0,2772.36,12103.24
1738751400000000000,2025-02-05T10:30:00+00:00,ETHUSDT-LINEAR,2772.36,2782.0,2768.55,2780.29,13360.43
1738752300000000000,2025-02-05T10:45:00+00:00,ETHUSDT-LINEAR,2780.29,2785.76,2776.01,2777.44,10308.89
1738753200000000000,2025-02-05T11:00:00+00:00,ETHUSDT-LINEAR,2777.44,2798.9,2777.44,2792.19,23738.52
1738754100000000000,2025-02-05T11:15:00+00:00,ETHUSDT-LINEAR,2792.19,2816.9,2788.98,2789.57,79618.91
1738755000000000000,2025-02-05T11:30:00+00:00,ETHUSDT-LINEAR,2789.57,2796.28,2782.21,2792.72,28485.27
1738755900000000000,2025-02-05T11:45:00+00:00,ETHUSDT-LINEAR,2792.72,2805.39,2789.27,2798.59,30527.59
1738756800000000000,2025-02-05T12:00:00+00:00,ETHUSDT-LINEAR,2798.59,2801.6,2790.01,2796.79,39105.9
1738757700000000000,2025-02-05T12:15:00+00:00,ETHUSDT-LINEAR,2796.79,2809.93,2793.0,2793.46,20590.55
1738758600000000000,2025-02-05T12:30:00+00:00,ETHUSDT-LINEAR,2793.46,2793.79,2781.33,2790.79,19713.21
1738759500000000000,2025-02-05T12:45:00+00:00,ETHUSDT-LINEAR,2790.79,2792.73,2783.5,2786.18,6329.19
1738760400000000000,2025-02-05T13:00:00+00:00,ETHUSDT-LINEAR,2786.18,2796.0,2782.5,2793.88,9629.98
1738761300000000000,2025-02-05T13:15:00+00:00,ETHUSDT-LINEAR,2793.88,2804.17,2786.03,2795.0,20396.92
1738762200000000000,2025-02-05T13:30:00+00:00,ETHUSDT-LINEAR,2795.0,2813.91,2795.0,2808.04,22916.27
1738763100000000000,2025-02-05T13:45:00+00:00,ETHUSDT-LINEAR,2808.04,2819.39,2808.02,2817.2,42566.15
1738764000000000000,2025-02-05T14:00:00+00:00,ETHUSDT-LINEAR,2817.2,2821.82,2801.73,2807.49,29876.56
1738764900000000000,2025-02-05T14:15:00+00:00,ETHUSDT-LINEAR,2807.49,2826.7,2805.78,2816.99,47457.64
1738765800000000000,2025-02-05T14:30:00+00:00,ETHUSDT-LINEAR,2816.99,2817.49,2796.78,2802.0,32720.06
1738766700000000000,2025-02-05T14:45:00+00:00,ETHUSDT-LINEAR,2802.0,2811.99,2771.45,2785.93,69195.16
1738767600000000000,2025-02-05T15:00:00+00:00,ETHUSDT-LINEAR,2785.93,2795.0,2756.07,2780.3,63739.42
1738768500000000000,2025-02-05T15:15:00+00:00,ETHUSDT-LINEAR,2780.3,2793.23,2766.5,2793.0,25104.99
1738769400000000000,2025-02-05T15:30:00+00:00,ETHUSDT-LINEAR,2793.0,2799.58,2771.39,2771.81,20119.55
1738770300000000000,2025-02-05T15:45:00+00:00,ETHUSDT-LINEAR,2771.81,2774.81,2758.84,2772.13,25575.59
1738771200000000000,2025-02-05T16:00:00+00:00,ETHUSDT-LINEAR,2772.13,2776.45,2747.32,2751.56,67513.42
1738772100000000000,2025-02-05T16:15:00+00:00,ETHUSDT-LINEAR,2751.56,2757.55,2732.54,2750.26,52128.02
1738773000000000000,2025-02-05T16:30:00+00:00,ETHUSDT-LINEAR,2750.26,2755.97,2735.15,2752.75,23695.73
1738773900000000000,2025-02-05T16:45:00+00:00,ETHUSDT-LINEAR,2752.75,2782.22,2748.62,2769.98,58627.14
1738774800000000000,2025-02-05T17:00:00+00:00,ETHUSDT-LINEAR,2769.98,2779.51,2764.24,2767.62,34870.56
1738775700000000000,2025-02-05T17:15:00+00:00,ETHUSDT-LINEAR,2767.62,2767.7,2742.58,2752.8,37077.79
1738776600000000000,2025-02-05T17:30:00+00:00,ETHUSDT-LINEAR,2752.8,2759.81,2728.41,2743.33,59006.49
1738777500000000000,2025-02-05T17:45:00+00:00,ETHUSDT-LINEAR,2743.33,2754.5,2738.32,2739.19,10520.18
1738778400000000000,2025-02-05T18:00:00+00:00,ETHUSDT-LINEAR,2739.19,2749.97,2723.66,2728.66,37853.76
1738779300000000000,2025-02-05T18:15:00+00:00,ETHUSDT-LINEAR,2728.66,2744.23,2727.01,2740.16,17421.54
1738780200000000000,2025-02-05T18:30:00+00:00,ETHUSDT-LINEAR,2740.16,2754.16,2736.29,2746.19,25987.03
1738781100000000000,2025-02-05T18:45:00+00:00,ETHUSDT-LINEAR,2746.19,2746.75,2713.76,2722.03,67120.94
1738782000000000000,2025-02-05T19:00:00+00:00,ETHUSDT-LINEAR,2722.03,2748.01,2715.15,2735.16,39028.9
1738782900000000000,2025-02-05T19:15:00+00:00,ETHUSDT-LINEAR,2735.16,2753.22,2734.34,2752.41,32433.16
1738783800000000000,2025-02-05T19:30:00+00:00,ETHUSDT-LINEAR,2752.41,2775.37,2750.53,2765.68,123104.53
1738784700000000000,2025-02-05T19:45:00+00:00,ETHUSDT-LINEAR,2765.68,2788.56,2762.76,2774.49,68992.58
1738785600000000000,2025-02-05T20:00:00+00:00,ETHUSDT-LINEAR,2774.49,2781.8,2770.8,2774.71,21711.98
1738786500000000000,2025-02-05T20:15:00+00:00,ETHUSDT-LINEAR,2774.71,2780.26,2767.71,2771.76,54067.25
1738787400000000000,2025-02-05T20:30:00+00:00,ETHUSDT-LINEAR,2771.76,2773.72,2742.21,2742.39,32287.8
1738788300000000000,2025-02-05T20:45:00+00:00,ETHUSDT-LINEAR,2742.39,2769.73,2742.0,2761.55,47924.6
1738789200000000000,2025-02-05T21:00:00+00:00,ETHUSDT-LINEAR,2761.55,2770.0,2757.59,2758.55,10755.92
1738790100000000000,2025-02-05T21:15:00+00:00,ETHUSDT-LINEAR,2758.55,2781.48,2756.88,2772.72,20713.9
1738791000000000000,2025-02-05T21:30:00+00:00,ETHUSDT-LINEAR,2772.72,2791.37,2771.19,2780.53,10343.93
1738791900000000000,2025-02-05T21:45:00+00:00,ETHUSDT-LINEAR,2780.53,2788.48,2773.43,2785.86,13592.73
1738792800000000000,2025-02-05T22:00:00+00:00,ETHUSDT-LINEAR,2785.86,2798.77,2771.51,2797.49,17604.61
1738793700000000000,2025-02-05T22:15:00+00:00,ETHUSDT-LINEAR,2797.49,2802.14,2750.59,2762.28,66766.81
1738794600000000000,2025-02-05T22:30:00+00:00,ETHUSDT-LINEAR,2762.28,2772.35,2737.2,2751.0,46016.39
1738795500000000000,2025-02-05T22:45:00+00:00,ETHUSDT-LINEAR,2751.0,2766.43,2748.64,2758.11,7313.46
1738796400000000000,2025-02-05T23:00:00+00:00,ETHUSDT-LINEAR,2758.11,2784.65,2755.87,2778.8,17180.22
1738797300000000000,2025-02-05T23:15:00+00:00,ETHUSDT-LINEAR,2778.8,2779.54,2762.53,2764.81,7237.68
1738798200000000000,2025-02-05T23:30:00+00:00,ETHUSDT-LINEAR,2764.81,2790.54,2753.99,2785.14,44964.93
1738799100000000000,2025-02-05T23:45:00+00:00,ETHUSDT-LINEAR,2785.14,2792.83,2780.12,2787.9,9921.88
1738800000000000000,2025-02-06T00:00:00+00:00,ETHUSDT-LINEAR,2787.9,2795.29,2780.5,2791.83,60322.67
1738800900000000000,2025-02-06T00:15:00+00:00,ETHUSDT-LINEAR,2791.83,2797.66,2777.04,2780.07,12590.67
1738801800000000000,2025-02-06T00:30:00+00:00,ETHUSDT-LINEAR,2780.07,2782.71,2768.84,2773.96,11686.94
1738802700000000000,2025-02-06T00:45:00+00:00,ETHUSDT-LINEAR,2773.96,2774.52,2759.11,2766.04,7415.49
1738803600000000000,2025-02-06T01:00:00+00:00,ETHUSDT-LINEAR,2766.04,2786.35,2753.94,2784.91,14343.59
1738804500000000000,2025-02-06T01:15:00+00:00,ETHUSDT-LINEAR,2784.91,2811.71,2780.75,2793.34,32220.08
1738805400000000000,2025-02-06T01:30:00+00:00,ETHUSDT-LINEAR,2793.34,2794.82,2773.84,2778.72,15471.12
1738806300000000000,2025-02-06T01:45:00+00:00,ETHUSDT-LINEAR,2778.72,2793.14,2776.0,2788.86,10768.24
1738807200000000000,2025-02-06T02:00:00+00:00,ETHUSDT-LINEAR,2788.86,2804.51,2784.41,2801.03,12675.11
1738808100000000000,2025-02-06T02:15:00+00:00,ETHUSDT-LINEAR,2801.03,2816.46,2796.56,2805.74,18373.48
1738809000000000000,2025-02-06T02:30:00+00:00,ETHUSDT-LINEAR,2805.74,2813.51,2802.22,2809.1,10538.9
1738809900000000000,2025-02-06T02:45:00+00:00,ETHUSDT-LINEAR,2809.1,2813.93,2804.24,2807.01,9629.11
1738810800000000000,2025-02-06T03:00:00+00:00,ETHUSDT-LINEAR,2807.01,2808.0,2791.89,2791.89,10609.33
1738811700000000000,2025-02-06T03:15:00+00:00,ETHUSDT-LINEAR,2791.89,2808.67,2788.81,2806.53,10578.92
1738812600000000000,2025-02-06T03:30:00+00:00,ETHUSDT-LINEAR,2806.53,2818.31,2805.36,2815.4,13530.7
1738813500000000000,2025-02-06T03:45:00+00:00,ETHUSDT-LINEAR,2815.4,2815.4,2802.55,2805.31,11914.65
1738814400000000000,2025-02-06T04:00:00+00:00,ETHUSDT-LINEAR,2805.31,2816.0,2804.76,2813.95,23846.83
1738815300000000000,2025-02-06T04:15:00+00:00,ETHUSDT-LINEAR,2813.95,2830.55,2809.56,2828.99,22386.33
1738816200000000000,2025-02-06T04:30:00+00:00,ETHUSDT-LINEAR,2828.99,2829.87,2819.24,2822.4,10470.73
1738817100000000000,2025-02-06T04:45:00+00:00,ETHUSDT-LINEAR,2822.4,2823.49,2817.9,2819.01,5136.77
1738818000000000000,2025-02-06T05:00:00+00:00,ETHUSDT-LINEAR,2819.01,2834.79,2818.9,2829.24,15295.66
1738818900000000000,2025-02-06T05:15:00+00:00,ETHUSDT-LINEAR,2829.24,2830.35,2823.31,2830.15,22117.96
1738819800000000000,2025-02-06T05:30:00+00:00,ETHUSDT-LINEAR,2830.15,2848.0,2822.24,2836.5,33947.8
1738820700000000000,2025-02-06T05:45:00+00:00,ETHUSDT-LINEAR,2836.5,2840.58,2830.46,2831.01,15764.61
1738821600000000000,2025-02-06T06:00:00+00:00,ETHUSDT-LINEAR,2831.01,2836.18,2821.47,2832.03,17400.39
1738822500000000000,2025-02-06T06:15:00+00:00,ETHUSDT-LINEAR,2832.03,2842.18,2830.73,2831.87,12463.81
1738823400000000000,2025-02-06T06:30:00+00:00,ETHUSDT-LINEAR,2831.87,2849.49,2831.87,2845.04,21906.15
1738824300000000000,2025-02-06T06:45:00+00:00,ETHUSDT-LINEAR,2845.04,2855.0,2838.86,2852.24,24798.71
1738825200000000000,2025-02-06T07:00:00+00:00,ETHUSDT-LINEAR,2852.24,2853.79,2834.7,2836.15,16930.11
1738826100000000000,2025-02-06T07:15:00+00:00,ETHUSDT-LINEAR,2836.15,2843.46,2836.14,2837.81,11990.82
1738827000000000000,2025-02-06T07:30:00+00:00,ETHUSDT-LINEAR,2837.81,2842.32,2832.0,2834.93,13937.4
1738827900000000000,2025-02-06T07:45:00+00:00,ETHUSDT-LINEAR,2834.93,2836.68,2824.75,2830.08,19311.53
1738828800000000000,2025-02-06T08:00:00+00:00,ETHUSDT-LINEAR,2830.08,2842.71,2821.51,2834.91,82893.84
1738829700000000000,2025-02-06T08:15:00+00:00,ETHUSDT-LINEAR,2834.91,2843.99,2832.76,2837.72,27642.29
1738830600000000000,2025-02-06T08:30:00+00:00,ETHUSDT-LINEAR,2837.72,2840.0,2827.0,2829.56,8708.22
1738831500000000000,2025-02-06T08:45:00+00:00,ETHUSDT-LINEAR,2829.56,2832.96,2825.7,2828.25,7022.05
